;Value;tweet;cleaning;tweet_tokens
53;Negatif;staisun cikarang gajelassss bangettt, masa suruh cek peduli lindungi sama suhu aja harus turun dulu kebawah yg bisa ngabisin waktu 5-7 menit???? (turun tangga pula), gajelas bgtt kenapa ga diatas aja dah cek ek begituan;staisun cikarang gajelassss bangettt masa suruh cek peduli lindungi sama suhu aja harus turun dulu kebawah yg bisa ngabisin waktu menit turun tangga pula gajelas bgtt kenapa ga diatas aja dah cek ek begituan;['staisun', 'cikarang', 'gajelassss', 'bangettt', 'masa', 'suruh', 'cek', 'peduli', 'lindungi', 'sama', 'suhu', 'aja', 'harus', 'turun', 'dulu', 'kebawah', 'yg', 'bisa', 'ngabisin', 'waktu', 'menit', 'turun', 'tangga', 'pula', 'gajelas', 'bgtt', 'kenapa', 'ga', 'diatas', 'aja', 'dah', 'cek', 'ek', 'begituan']
54;Negatif;sorry email gue yg kedua itu ditgl 14/09/21. lalu dibales email gue tgl 01/10/21 diemail keempat. trus gue minta dikirimkan lah sertifikatnya. gue disuruh isi data foto ktp, foto ktp selfie sm kartu vaksin. udh gue kirim itu semua. katanya data gue blm diinput @plindungi  https://t.co/o8ypjh3ogy;sorry email gue yg kedua itu ditgl lalu dibales email gue tgl diemail keempat trus gue minta dikirimkan lah sertifikatnya gue disuruh isi data foto ktp foto ktp selfie sm kartu vaksin udh gue kirim itu semua katanya data gue blm diinput;['sorry', 'email', 'gue', 'yg', 'kedua', 'itu', 'ditgl', 'lalu', 'dibales', 'email', 'gue', 'tgl', 'diemail', 'keempat', 'trus', 'gue', 'minta', 'dikirimkan', 'lah', 'sertifikatnya', 'gue', 'disuruh', 'isi', 'data', 'foto', 'ktp', 'foto', 'ktp', 'selfie', 'sm', 'kartu', 'vaksin', 'udh', 'gue', 'kirim', 'itu', 'semua', 'katanya', 'data', 'gue', 'blm', 'diinput']
55;Negatif;sore min, saya sdh vaksin tnggl 10 kemarin ko sertifikat di plindungi ga ada yaaa? gabisa di unduh. mohon bantuannya?????? @plindungi;sore min saya sdh vaksin tnggl kemarin ko sertifikat di plindungi ga ada yaaa gabisa di unduh mohon bantuannya;['sore', 'min', 'saya', 'sdh', 'vaksin', 'tnggl', 'kemarin', 'ko', 'sertifikat', 'di', 'plindungi', 'ga', 'ada', 'yaaa', 'gabisa', 'di', 'unduh', 'mohon', 'bantuannya']
56;Negatif;"sore ini, gue pergi sama mama ke suatu tempat yang mengharuskan scan aplikasi pedulilindungi. nah, pas gue nunjukkin hasil scan gue, satpamnya bilang ""hpnya kecil amat mba, model lama ya,"". bisa-bisanya satpamnya hp shaming sama gueð ";sore ini gue pergi sama mama ke suatu tempat yang mengharuskan scan aplikasi pedulilindungi nah pas gue nunjukkin hasil scan gue satpamnya bilang hpnya kecil amat mba model lama ya bisabisanya satpamnya hp shaming sama gue;['sore', 'ini', 'gue', 'pergi', 'sama', 'mama', 'ke', 'suatu', 'tempat', 'yang', 'mengharuskan', 'scan', 'aplikasi', 'pedulilindungi', 'nah', 'pas', 'gue', 'nunjukkin', 'hasil', 'scan', 'gue', 'satpamnya', 'bilang', 'hpnya', 'kecil', 'amat', 'mba', 'model', 'lama', 'ya', 'bisabisanya', 'satpamnya', 'hp', 'shaming', 'sama', 'gue']
57;Negatif;sore admin,sy sdh vaksin bulan agustus tp sertifikat vaksinnya belum keluar,sdh telfon cs pedulilindungi katanya datanya terlongkap&amp;sore adminsy sdh vaksin bulan agustus tp sertifikat vaksinnya belum keluarsdh telfon cs pedulilindungi katanya datanya terlongkapamp;['sore', 'adminsy', 'sdh', 'vaksin', 'bulan', 'agustus', 'tp', 'sertifikat', 'vaksinnya', 'belum', 'keluarsdh', 'telfon', 'cs', 'pedulilindungi', 'katanya', 'datanya', 'terlongkapamp']
58;Negatif;siapa yg pedulilindungi nya error kaya saya;siapa yg pedulilindungi nya error kaya saya;['siapa', 'yg', 'pedulilindungi', 'nya', 'error', 'kaya', 'saya']
59;Negatif;sesumbar nyuruh vaksin,tpi nik yg bermasalah blm jga kelar diperbaiki,hampir 2 bln menunggu.gimana caranya mau vaksin?skrang apa2,kmana2 surat vaksin yg ditanya @plindungi;sesumbar nyuruh vaksintpi nik yg bermasalah blm jga kelar diperbaikihampir bln menunggugimana caranya mau vaksinskrang apakmana surat vaksin yg ditanya;['sesumbar', 'nyuruh', 'vaksintpi', 'nik', 'yg', 'bermasalah', 'blm', 'jga', 'kelar', 'diperbaikihampir', 'bln', 'menunggugimana', 'caranya', 'mau', 'vaksinskrang', 'apakmana', 'surat', 'vaksin', 'yg', 'ditanya']
60;Negatif;sertifikatku kok blm muncul to min @plindungi;sertifikatku kok blm muncul to min;['sertifikatku', 'kok', 'blm', 'muncul', 'to', 'min']
61;Negatif;sertifikat vaksin ke 2 belum keluar padahal udh vaksin dari bulan september hmm @plindungi;sertifikat vaksin ke belum keluar padahal udh vaksin dari bulan september hmm;['sertifikat', 'vaksin', 'ke', 'belum', 'keluar', 'padahal', 'udh', 'vaksin', 'dari', 'bulan', 'september', 'hmm']
62;Negatif;sertif vaksin kedua ga kluar2, udah email 5 hari lalu dibalesnya proses input data. sampe sekarang tetep masi belum kluar, cek diwebsite malah disitu tulisannya tglnya salah. trus aku nunggu sampe kapaan? udah 10 hari ini @plindungi;sertif vaksin kedua ga kluar udah email hari lalu dibalesnya proses input data sampe sekarang tetep masi belum kluar cek diwebsite malah disitu tulisannya tglnya salah trus aku nunggu sampe kapaan udah hari ini;['sertif', 'vaksin', 'kedua', 'ga', 'kluar', 'udah', 'email', 'hari', 'lalu', 'dibalesnya', 'proses', 'input', 'data', 'sampe', 'sekarang', 'tetep', 'masi', 'belum', 'kluar', 'cek', 'diwebsite', 'malah', 'disitu', 'tulisannya', 'tglnya', 'salah', 'trus', 'aku', 'nunggu', 'sampe', 'kapaan', 'udah', 'hari', 'ini']
63;Negatif;serius ini call center yg bisa dihubungi dari peduli lindungi apa yaaa? pengen keluh kesah ya allah mau tiga bulan sertifikat ga bener-bener?!?!?!?!;serius ini call center yg bisa dihubungi dari peduli lindungi apa yaaa pengen keluh kesah ya allah mau tiga bulan sertifikat ga benerbener;['serius', 'ini', 'call', 'center', 'yg', 'bisa', 'dihubungi', 'dari', 'peduli', 'lindungi', 'apa', 'yaaa', 'pengen', 'keluh', 'kesah', 'ya', 'allah', 'mau', 'tiga', 'bulan', 'sertifikat', 'ga', 'benerbener']
64;Negatif;seringkali mau ke peduli lindungi malah jadi ke app store, dan mau ke twitter malah jadi traveloka. ð;seringkali mau ke peduli lindungi malah jadi ke app store dan mau ke twitter malah jadi traveloka;['seringkali', 'mau', 'ke', 'peduli', 'lindungi', 'malah', 'jadi', 'ke', 'app', 'store', 'dan', 'mau', 'ke', 'twitter', 'malah', 'jadi', 'traveloka']
65;Negatif;semoga lo pas ke mall, peduli lindungi nya error jd gabisa masuk aaminð;semoga lo pas ke mall peduli lindungi nya error jd gabisa masuk aamin;['semoga', 'lo', 'pas', 'ke', 'mall', 'peduli', 'lindungi', 'nya', 'error', 'jd', 'gabisa', 'masuk', 'aamin']
66;Negatif;semenjak download apk peduli lindungi, hp gue jadi sering overheat ????;semenjak download apk peduli lindungi hp gue jadi sering overheat;['semenjak', 'download', 'apk', 'peduli', 'lindungi', 'hp', 'gue', 'jadi', 'sering', 'overheat']
67;Negatif;selamat siang min @plindungi  min mau tanya, saya kan sudah vaksin 2x. pas vaksin pertama sertifikat sudah ada, pas vaksin ke 2 awal bulan sampai sekarang sertifikat belum ada. pas di cek lagi di apk pedulilindungi, malah sertifikat vaksin yg pertama tidak tersedia. knp ya min?;selamat siang min min mau tanya saya kan sudah vaksin  pas vaksin pertama sertifikat sudah ada pas vaksin ke awal bulan sampai sekarang sertifikat belum ada pas di cek lagi di apk pedulilindungi malah sertifikat vaksin yg pertama tidak tersedia knp ya min;['selamat', 'siang', 'min', 'min', 'mau', 'tanya', 'saya', 'kan', 'sudah', 'vaksin', 'pas', 'vaksin', 'pertama', 'sertifikat', 'sudah', 'ada', 'pas', 'vaksin', 'ke', 'awal', 'bulan', 'sampai', 'sekarang', 'sertifikat', 'belum', 'ada', 'pas', 'di', 'cek', 'lagi', 'di', 'apk', 'pedulilindungi', 'malah', 'sertifikat', 'vaksin', 'yg', 'pertama', 'tidak', 'tersedia', 'knp', 'ya', 'min']
68;Negatif;selamat siang @plindungi  min maaf mau nanya, mama aku tuh udah vaksin beberapa bulan lalu tapi sampe sekarang sertifikat vaksinnya masih belum ada di aplikasi peduli lindungi.;selamat siang min maaf mau nanya mama aku tuh udah vaksin beberapa bulan lalu tapi sampe sekarang sertifikat vaksinnya masih belum ada di aplikasi peduli lindungi;['selamat', 'siang', 'min', 'maaf', 'mau', 'nanya', 'mama', 'aku', 'tuh', 'udah', 'vaksin', 'beberapa', 'bulan', 'lalu', 'tapi', 'sampe', 'sekarang', 'sertifikat', 'vaksinnya', 'masih', 'belum', 'ada', 'di', 'aplikasi', 'peduli', 'lindungi']
69;Negatif;selamat siang  saya ada problem dengan app pedulilindungi saya setiap checkin selalu no allowed dgn status hitam bisa dibantu tidak? @plindungi;selamat siang saya ada problem dengan app pedulilindungi saya setiap checkin selalu no allowed dgn status hitam bisa dibantu tidak;['selamat', 'siang', 'saya', 'ada', 'problem', 'dengan', 'app', 'pedulilindungi', 'saya', 'setiap', 'checkin', 'selalu', 'no', 'allowed', 'dgn', 'status', 'hitam', 'bisa', 'dibantu', 'tidak']
70;Negatif;selamat malam.. maaf mau bertanya. terkendala saat scan barcode di aplikasi peduli lindungi, ternyata ada kesalahan penginputan nik pada saat vaksin. solusinya gimana ya mba/mas admin? @kemenkesri @plindungi @pedulilindungi;selamat malam maaf mau bertanya terkendala saat scan barcode di aplikasi peduli lindungi ternyata ada kesalahan penginputan nik pada saat vaksin solusinya gimana ya mbamas admin;['selamat', 'malam', 'maaf', 'mau', 'bertanya', 'terkendala', 'saat', 'scan', 'barcode', 'di', 'aplikasi', 'peduli', 'lindungi', 'ternyata', 'ada', 'kesalahan', 'penginputan', 'nik', 'pada', 'saat', 'vaksin', 'solusinya', 'gimana', 'ya', 'mbamas', 'admin']
71;Negatif;selain itu ada juga yang menyatakan bahwa aplikasi pedulilindungi ini buatan singapore padahal ini murni karya anak bangsa selama pandemi ini.  https://t.co/bzhqoolcyv;selain itu ada juga yang menyatakan bahwa aplikasi pedulilindungi ini buatan singapore padahal ini murni karya anak bangsa selama pandemi ini;['selain', 'itu', 'ada', 'juga', 'yang', 'menyatakan', 'bahwa', 'aplikasi', 'pedulilindungi', 'ini', 'buatan', 'singapore', 'padahal', 'ini', 'murni', 'karya', 'anak', 'bangsa', 'selama', 'pandemi', 'ini']
72;Negatif;sekolah gw ribet bgt anyingg ngapain pake peduli lindungi dah;sekolah gw ribet bgt anyingg ngapain pake peduli lindungi dah;['sekolah', 'gw', 'ribet', 'bgt', 'anyingg', 'ngapain', 'pake', 'peduli', 'lindungi', 'dah']
73;Negatif;sekarang naik @pt_transjakarta harus lebih pagi. antrian scan @plindungi membuat kerumunan cz cuma ada di 1 spot dan bikin telat ????;sekarang naik transjakarta harus lebih pagi antrian scan membuat kerumunan cz cuma ada di spot dan bikin telat;['sekarang', 'naik', 'transjakarta', 'harus', 'lebih', 'pagi', 'antrian', 'scan', 'membuat', 'kerumunan', 'cz', 'cuma', 'ada', 'di', 'spot', 'dan', 'bikin', 'telat']
74;Negatif;segera vaksin segera datang, setiap hari senin - sabtu di gedung serba guna pemalang.  @ariwibowo202 @divhumas_polri @poldajateng_  #vaksinakhiripandemi #vaksin #pemalang #kabarpemalang #gedungsebagunapemalang #senin #sabtu #pedulilindungi  https://t.co/mficsepbty;segera vaksin segera datang setiap hari senin sabtu di gedung serba guna pemalang polri;['segera', 'vaksin', 'segera', 'datang', 'setiap', 'hari', 'senin', 'sabtu', 'di', 'gedung', 'serba', 'guna', 'pemalang', 'polri']
75;Negatif;sebenernya di spektrum politik covid gw tuh posisinya cuma mempertanyakan efektivitas mitigasi yg byk colateral damage,efektiftivas prokes yg absurd,dasar ppkm,dll,efektivitas wajib vaksin dan pedulilindungi.bukan di kelompok denial virus ini ada atau tidak.;sebenernya di spektrum politik covid gw tuh posisinya cuma mempertanyakan efektivitas mitigasi yg byk colateral damageefektiftivas prokes yg absurddasar ppkmdllefektivitas wajib vaksin dan pedulilindungibukan di kelompok denial virus ini ada atau tidak;['sebenernya', 'di', 'spektrum', 'politik', 'covid', 'gw', 'tuh', 'posisinya', 'cuma', 'mempertanyakan', 'efektivitas', 'mitigasi', 'yg', 'byk', 'colateral', 'damageefektiftivas', 'prokes', 'yg', 'absurddasar', 'ppkmdllefektivitas', 'wajib', 'vaksin', 'dan', 'pedulilindungibukan', 'di', 'kelompok', 'denial', 'virus', 'ini', 'ada', 'atau', 'tidak']
76;Negatif;sdf! permisi numpang tanya, kalo mau cek sertifikat vaksin gimana ya? ibuku udah vaksin 2x tapi pas di cek di pedulilindungi nggk ada sertifikat. terimakasih;sdf permisi numpang tanya kalo mau cek sertifikat vaksin gimana ya ibuku udah vaksin  tapi pas di cek di pedulilindungi nggk ada sertifikat terimakasih;['sdf', 'permisi', 'numpang', 'tanya', 'kalo', 'mau', 'cek', 'sertifikat', 'vaksin', 'gimana', 'ya', 'ibuku', 'udah', 'vaksin', 'tapi', 'pas', 'di', 'cek', 'di', 'pedulilindungi', 'nggk', 'ada', 'sertifikat', 'terimakasih']
77;Negatif;"sdf! aku udh vaksin bulan agustus kemarin, tapi kok pas aku cek sertifikat nya di pedulilindungi gaada ya:""";sdf aku udh vaksin bulan agustus kemarin tapi kok pas aku cek sertifikat nya di pedulilindungi gaada ya;['sdf', 'aku', 'udh', 'vaksin', 'bulan', 'agustus', 'kemarin', 'tapi', 'kok', 'pas', 'aku', 'cek', 'sertifikat', 'nya', 'di', 'pedulilindungi', 'gaada', 'ya']
78;Negatif;scan peduli lindungi udah bisa di gojek, grab, tokped. uninstall aja apa ni app pedulilindunginya?;scan peduli lindungi udah bisa di gojek grab tokped uninstall aja apa ni app pedulilindunginya;['scan', 'peduli', 'lindungi', 'udah', 'bisa', 'di', 'gojek', 'grab', 'tokped', 'uninstall', 'aja', 'apa', 'ni', 'app', 'pedulilindunginya']
79;Negatif;saya vaksin pertama tgl 13/08/21 jenis vaksinnya az. di biddokkes polda metro jaya yg wktu itu diselenggarakan nya di daerah petukangan. @plindungi tolong segera respon nya bapak ibu yg membuat peraturan smua harus vaksin atau semua harus punya sertifikat.;saya vaksin pertama tgl jenis vaksinnya az di biddokkes polda metro jaya yg wktu itu diselenggarakan nya di daerah petukangan tolong segera respon nya bapak ibu yg membuat peraturan smua harus vaksin atau semua harus punya sertifikat;['saya', 'vaksin', 'pertama', 'tgl', 'jenis', 'vaksinnya', 'az', 'di', 'biddokkes', 'polda', 'metro', 'jaya', 'yg', 'wktu', 'itu', 'diselenggarakan', 'nya', 'di', 'daerah', 'petukangan', 'tolong', 'segera', 'respon', 'nya', 'bapak', 'ibu', 'yg', 'membuat', 'peraturan', 'smua', 'harus', 'vaksin', 'atau', 'semua', 'harus', 'punya', 'sertifikat']
80;Negatif;saya sudah mendaftarkan dan dapat verifikasi vaksinasi yang dilakukan di jerman (pfizer, sudah 2x vaksin). kenapa di app peduli lindungi tidak bs ada vaccination certificatenya? walau sudah ada keterangan ??sudah vaksin ke-2? @plindungi;saya sudah mendaftarkan dan dapat verifikasi vaksinasi yang dilakukan di jerman pfizer sudah  vaksin kenapa di app peduli lindungi tidak bs ada vaccination certificatenya walau sudah ada keterangan sudah vaksin ke;['saya', 'sudah', 'mendaftarkan', 'dan', 'dapat', 'verifikasi', 'vaksinasi', 'yang', 'dilakukan', 'di', 'jerman', 'pfizer', 'sudah', 'vaksin', 'kenapa', 'di', 'app', 'peduli', 'lindungi', 'tidak', 'bs', 'ada', 'vaccination', 'certificatenya', 'walau', 'sudah', 'ada', 'keterangan', 'sudah', 'vaksin', 'ke']
81;Negatif;saya sudah hubungi peduli lindungi, katanya sertifikat vaksin kedua saya belum diinput kan panitia. mohon solusinya. terimakasih ð;saya sudah hubungi peduli lindungi katanya sertifikat vaksin kedua saya belum diinput kan panitia mohon solusinya terimakasih;['saya', 'sudah', 'hubungi', 'peduli', 'lindungi', 'katanya', 'sertifikat', 'vaksin', 'kedua', 'saya', 'belum', 'diinput', 'kan', 'panitia', 'mohon', 'solusinya', 'terimakasih']
82;negatif;"saya mencoba menjadi waega yg baik. mau mengaktifkan aplikasi pedulilindungi.  notifikasi yg keluar, ""selamat. anda sdg ikut berpartisipasi....."", lalu restart cellphone anda. direstart ber-kali2, terus saja keluar notifikasi ""restart"". iki piye mas/mbak @plindungi ???";saya mencoba menjadi waega yg baik mau mengaktifkan aplikasi pedulilindungi notifikasi yg keluar selamat anda sdg ikut berpartisipasi lalu restart cellphone anda direstart berkali terus saja keluar notifikasi restart iki piye masmbak;['saya', 'mencoba', 'menjadi', 'waega', 'yg', 'baik', 'mau', 'mengaktifkan', 'aplikasi', 'pedulilindungi', 'notifikasi', 'yg', 'keluar', 'selamat', 'anda', 'sdg', 'ikut', 'berpartisipasi', 'lalu', 'restart', 'cellphone', 'anda', 'direstart', 'berkali', 'terus', 'saja', 'keluar', 'notifikasi', 'restart', 'iki', 'piye', 'masmbak']
83;Negatif;saya ga pernah berhasil co di apps @plindungi kl naik @pt_transjakarta dari pulogadung 2 dan turun di rspad.  apakah sudah di test soal ci/co utk penumpang jakarta? krn saya udah sering ngalamin hal ini.  https://t.co/cqcavnxjfa;saya ga pernah berhasil co di apps kl naik transjakarta dari pulogadung dan turun di rspad apakah sudah di test soal cico utk penumpang jakarta krn saya udah sering ngalamin hal ini;['saya', 'ga', 'pernah', 'berhasil', 'co', 'di', 'apps', 'kl', 'naik', 'transjakarta', 'dari', 'pulogadung', 'dan', 'turun', 'di', 'rspad', 'apakah', 'sudah', 'di', 'test', 'soal', 'cico', 'utk', 'penumpang', 'jakarta', 'krn', 'saya', 'udah', 'sering', 'ngalamin', 'hal', 'ini']
84;Negatif;sampai terakhir ini saya cek masih merah. @plindungi @kemenkesri  https://t.co/nic7ggzolf;sampai terakhir ini saya cek masih merah;['sampai', 'terakhir', 'ini', 'saya', 'cek', 'masih', 'merah']
85;Negatif;sampai sekarang belum tau fungsi aplikasi peduli lindungi buat apa? kecuali kaya foursquare jaman dulu cek in cek out doangan;sampai sekarang belum tau fungsi aplikasi peduli lindungi buat apa kecuali kaya foursquare jaman dulu cek in cek out doangan;['sampai', 'sekarang', 'belum', 'tau', 'fungsi', 'aplikasi', 'peduli', 'lindungi', 'buat', 'apa', 'kecuali', 'kaya', 'foursquare', 'jaman', 'dulu', 'cek', 'in', 'cek', 'out', 'doangan']
86;Negatif;sampai saat ini, saya sudah melakukan 2 kali test antigen dan hasil negatif semua. tolong perbaiki sistem aplikasi kalian! karena ini sangat merugikan secara moril dan materil!! cc: @plindungi;sampai saat ini saya sudah melakukan kali test antigen dan hasil negatif semua tolong perbaiki sistem aplikasi kalian karena ini sangat merugikan secara moril dan materil cc;['sampai', 'saat', 'ini', 'saya', 'sudah', 'melakukan', 'kali', 'test', 'antigen', 'dan', 'hasil', 'negatif', 'semua', 'tolong', 'perbaiki', 'sistem', 'aplikasi', 'kalian', 'karena', 'ini', 'sangat', 'merugikan', 'secara', 'moril', 'dan', 'materil', 'cc']
87;Negatif;sama sekarang ini, soal akses pedulilindungi, katanya data kita bakal dipake utk hal2 yg gak baik.  https://t.co/hxcufw2ajx;sama sekarang ini soal akses pedulilindungi katanya data kita bakal dipake utk hal yg gak baik;['sama', 'sekarang', 'ini', 'soal', 'akses', 'pedulilindungi', 'katanya', 'data', 'kita', 'bakal', 'dipake', 'utk', 'hal', 'yg', 'gak', 'baik']
88;Negatif;salah satu yang paling menyebalkan dari aplikasi peduli lindungi adalah susah sekali check-out dari lokasi.   *menggerutu;salah satu yang paling menyebalkan dari aplikasi peduli lindungi adalah susah sekali checkout dari lokasi menggerutu;['salah', 'satu', 'yang', 'paling', 'menyebalkan', 'dari', 'aplikasi', 'peduli', 'lindungi', 'adalah', 'susah', 'sekali', 'checkout', 'dari', 'lokasi', 'menggerutu']
89;Negatif;sad bgt vni ga di approve smpe skrg udah 8 hari :( @kemenkesri @plindungi;sad bgt vni ga di approve smpe skrg udah hari;['sad', 'bgt', 'vni', 'ga', 'di', 'approve', 'smpe', 'skrg', 'udah', 'hari']
90;Negatif;riweuh ga siy pake aplikasi peduli lindungi.. seringnya ga bisa dipake, mau scan qr trus error ga bisa.. trus pas ngisi data ttl duuh harus scroll bulan aja, tahunnya ga bisa.. lahir 32 thn yg lalu, pencet lah itu 32x12 bln ????????????;riweuh ga siy pake aplikasi peduli lindungi seringnya ga bisa dipake mau scan qr trus error ga bisa trus pas ngisi data ttl duuh harus scroll bulan aja tahunnya ga bisa lahir thn yg lalu pencet lah itu  bln;['riweuh', 'ga', 'siy', 'pake', 'aplikasi', 'peduli', 'lindungi', 'seringnya', 'ga', 'bisa', 'dipake', 'mau', 'scan', 'qr', 'trus', 'error', 'ga', 'bisa', 'trus', 'pas', 'ngisi', 'data', 'ttl', 'duuh', 'harus', 'scroll', 'bulan', 'aja', 'tahunnya', 'ga', 'bisa', 'lahir', 'thn', 'yg', 'lalu', 'pencet', 'lah', 'itu', 'bln']
