;Unnamed: 0;Value;tweet;cleaning;tweet_tokens;tweet_tokens_fdist;tweet_token_WSW;normalization;text_stemming;tweet_stopwords
29;29;Negatif;tp ini mslhny apk peduli lindungi gw kok gada data vaksin w sic;tp ini mslhny apk peduli lindungi gw kok gada data vaksin  sic;['tp', 'ini', 'mslhny', 'apk', 'peduli', 'lindungi', 'gw', 'kok', 'gada', 'data', 'vaksin', 'sic'];<FreqDist with 12 samples and 12 outcomes>;['mslhny', 'apk', 'peduli', 'lindungi', 'gada', 'data', 'vaksin', 'sic'];mslhny apk peduli lindungi enggak ada data vaksin sic;mslhny apk peduli lindung enggak ada data vaksin sic;['mslhny', 'apk', 'peduli', 'lindungi', 'gada', 'data', 'vaksin', 'sic']
30;30;Negatif;tombol check out tanpa scan qr codenya sudah ngga tersedia plindungi   httpstcojtjbsqdzo;tombol check out tanpa scan qr codenya sudah ngga tersedia plindungi httpstcojtjbsqdzo;['tombol', 'check', 'out', 'tanpa', 'scan', 'qr', 'codenya', 'sudah', 'ngga', 'tersedia', 'plindungi', 'httpstcojtjbsqdzo'];<FreqDist with 12 samples and 12 outcomes>;['tombol', 'check', 'out', 'scan', 'qr', 'codenya', 'ngga', 'tersedia'];tombol check out scan qr codenya enggak tersedia plindungi httpstcojtjbsqdzo;tombol check out scan qr codenya enggak sedia;['tombol', 'check', 'out', 'scan', 'qr', 'codenya', 'ngga', 'tersedia', 'plindungi', 'httpstcojtjbsqdzo']
31;31;Negatif;tolonglah untuk petugas vaksin kalau input data yang benar amp;tolonglah untuk petugas vaksin kalau input data yang benar amp;['tolonglah', 'untuk', 'petugas', 'vaksin', 'kalau', 'input', 'data', 'yang', 'benar', 'amp'];<FreqDist with 10 samples and 10 outcomes>;['tolonglah', 'petugas', 'vaksin', 'input', 'data'];tolonglah petugas vaksin input data;tolong tugas vaksin input data;['tolonglah', 'petugas', 'vaksin', 'input', 'data']
32;32;Negatif;tolongin ini kenapa udah hubungi email pedulilindungikominfogoid ga ada balesan hubungi sertifikatpedulilindungiid malah disuruh hubungi email yang pedulilindungikominfogoid tolong bantuin aku susah masuk ke tempat umum dan transportasi umum plindungi kemkominfo  httpstcoqeaxecifu;tolongin ini kenapa udah hubungi email pedulilindungikominfogoid ga ada balesan hubungi sertifikatpedulilindungiid malah disuruh hubungi email yang pedulilindungikominfogoid tolong bantuin aku susah masuk ke tempat umum dan transportasi umum plindungi kemkominfo httpstcoqeaxecifu;['tolongin', 'ini', 'kenapa', 'udah', 'hubungi', 'email', 'pedulilindungikominfogoid', 'ga', 'ada', 'balesan', 'hubungi', 'sertifikatpedulilindungiid', 'malah', 'disuruh', 'hubungi', 'email', 'yang', 'pedulilindungikominfogoid', 'tolong', 'bantuin', 'aku', 'susah', 'masuk', 'ke', 'tempat', 'umum', 'dan', 'transportasi', 'umum', 'plindungi', 'kemkominfo', 'httpstcoqeaxecifu'];<FreqDist with 27 samples and 32 outcomes>;['tolongin', 'hubungi', 'email', 'pedulilindungi', 'goid', 'balesan', 'hubungi', 'sertifikat', 'id', 'disuruh', 'hubungi', 'email', 'pedulilindungi', 'goid', 'tolong', 'bantuin', 'susah', 'transportasi'];tolongin hubungi email pedulilindungikominfogoid balesan hubungi sertifikatpedulilindungiid disuruh hubungi email pedulilindungikominfogoid tolong bantuin susah transportasi plindungi kemkominfo httpstcoqeaxecifu;tolongin hubung email pedulilindungi goid balesan hubung sertifikat id suruh hubung email pedulilindungi goid tolong bantuin susah transportasi;['tolongin', 'hubungi', 'email', 'pedulilindungikominfogoid', 'balesan', 'hubungi', 'sertifikatpedulilindungiid', 'disuruh', 'hubungi', 'email', 'pedulilindungikominfogoid', 'tolong', 'bantuin', 'susah', 'transportasi', 'plindungi', 'kemkominfo', 'httpstcoqeaxecifu']
33;33;Negatif;tolong segera rubah regulasi pengambilan nomer antrian rsud pelabuhan ratu karena sudah mengabaikan protokol kesehatan dinkes pelabuhanratu jawabarat pedulilindungi prokesketat gubernurjawabarat  httpstcoszqnlqqqs;tolong segera rubah regulasi pengambilan nomer antrian rsud pelabuhan ratu karena sudah mengabaikan protokol kesehatan dinkes pelabuhanratu jawabarat pedulilindungi prokesketat gubernurjawabarat httpstcoszqnlqqqs;['tolong', 'segera', 'rubah', 'regulasi', 'pengambilan', 'nomer', 'antrian', 'rsud', 'pelabuhan', 'ratu', 'karena', 'sudah', 'mengabaikan', 'protokol', 'kesehatan', 'dinkes', 'pelabuhanratu', 'jawabarat', 'pedulilindungi', 'prokesketat', 'gubernurjawabarat', 'httpstcoszqnlqqqs'];<FreqDist with 22 samples and 22 outcomes>;['tolong', 'rubah', 'regulasi', 'pengambilan', 'nomer', 'antrian', 'rsud', 'pelabuhan', 'ratu', 'mengabaikan', 'protokol', 'kesehatan'];tolong rubah regulasi pengambilan nomer antrian rsud pelabuhan ratu mengabaikan protokol kesehatan dinkes pelabuhanratu jawabarat pedulilindungi prokesketat gubernurjawabarat httpstcoszqnlqqqs;tolong rubah regulasi ambil nomer antri rsud labuh ratu abai protokol sehat;['tolong', 'rubah', 'regulasi', 'pengambilan', 'nomer', 'antrian', 'rsud', 'pelabuhan', 'ratu', 'mengabaikan', 'protokol', 'kesehatan', 'dinkes', 'pelabuhanratu', 'jawabarat', 'pedulilindungi', 'prokesketat', 'gubernurjawabarat', 'httpstcoszqnlqqqs']
34;34;Negatif;tolong dong ini gimana caranya deh gmail gw kaga bisa di pake sama sekali gw mau login di pedulilindungi gmail;tolong dong ini gimana caranya deh gmail gw kaga bisa di pake sama sekali gw mau login di pedulilindungi gmail;['tolong', 'dong', 'ini', 'gimana', 'caranya', 'deh', 'gmail', 'gw', 'kaga', 'bisa', 'di', 'pake', 'sama', 'sekali', 'gw', 'mau', 'login', 'di', 'pedulilindungi', 'gmail'];<FreqDist with 17 samples and 20 outcomes>;['tolong', 'gmail', 'kaga', 'pake', 'login', 'pedulilindungi'];tolong gmail kagak pakai login pedulilindungi gmail;tolong gmail kagak pakai login pedulilindungi;['tolong', 'gmail', 'kaga', 'pake', 'login', 'pedulilindungi', 'gmail']
35;35;Negatif;tiwas download aplikasi peduli lindungi malah ora enek seng peduli blasð­;tiwas download aplikasi peduli lindungi malah ora enek seng peduli blas;['tiwas', 'download', 'aplikasi', 'peduli', 'lindungi', 'malah', 'ora', 'enek', 'seng', 'peduli', 'blas'];<FreqDist with 10 samples and 11 outcomes>;['tiwas', 'download', 'aplikasi', 'peduli', 'lindungi', 'ora', 'enek', 'peduli', 'blas'];tiwas download aplikasi peduli lindungi ora enek peduli blas;tiwas download aplikasi peduli lindung ora enek peduli blas;['tiwas', 'download', 'aplikasi', 'peduli', 'lindungi', 'ora', 'enek', 'peduli', 'blas']
36;36;Negatif;terus gunanya vaksin apa dong kalo pd masih takut tertular apa kalian ga mau kembali hidup normal layaknya sblm covid yg ga harus selalu pake masker kemana mana ga ada persyaratan mcm pedulilindungi dan bisa bikin kerumunan;terus gunanya vaksin apa dong kalo pd masih takut tertular apa kalian ga mau kembali hidup normal layaknya sblm covid yg ga harus selalu pake masker kemana mana ga ada persyaratan mcm pedulilindungi dan bisa bikin kerumunan;['terus', 'gunanya', 'vaksin', 'apa', 'dong', 'kalo', 'pd', 'masih', 'takut', 'tertular', 'apa', 'kalian', 'ga', 'mau', 'kembali', 'hidup', 'normal', 'layaknya', 'sblm', 'covid', 'yg', 'ga', 'harus', 'selalu', 'pake', 'masker', 'kemana', 'mana', 'ga', 'ada', 'persyaratan', 'mcm', 'pedulilindungi', 'dan', 'bisa', 'bikin', 'kerumunan'];<FreqDist with 34 samples and 37 outcomes>;['gunanya', 'vaksin', 'takut', 'tertular', 'hidup', 'normal', 'layaknya', 'covid', 'pake', 'masker', 'kemana', 'persyaratan', 'mcm', 'pedulilindungi', 'kerumunan'];gunanya vaksin takut tertular hidup normal layaknya covid pakai masker kemana persyaratan macam pedulilindungi kerumunan;guna vaksin takut tular hidup normal layak covid pakai masker mana syarat macam pedulilindungi kerumun;['gunanya', 'vaksin', 'takut', 'tertular', 'hidup', 'normal', 'layaknya', 'covid', 'pake', 'masker', 'kemana', 'persyaratan', 'mcm', 'pedulilindungi', 'kerumunan']
37;37;Negatif;ternyata tidak mudah menjadi warga negara yang baik maksud hati menuruti aturan pemerintah apa daya terbentur mekanisme yang entah lah plindungi pedulilindungi  httpstcouqzferkyu;ternyata tidak mudah menjadi warga negara yang baik maksud hati menuruti aturan pemerintah apa daya terbentur mekanisme yang entah lah plindungi pedulilindungi httpstcouqzferkyu;['ternyata', 'tidak', 'mudah', 'menjadi', 'warga', 'negara', 'yang', 'baik', 'maksud', 'hati', 'menuruti', 'aturan', 'pemerintah', 'apa', 'daya', 'terbentur', 'mekanisme', 'yang', 'entah', 'lah', 'plindungi', 'pedulilindungi', 'httpstcouqzferkyu'];<FreqDist with 22 samples and 23 outcomes>;['mudah', 'warga', 'negara', 'hati', 'menuruti', 'aturan', 'pemerintah', 'daya', 'terbentur', 'mekanisme'];mudah warga negara hati menuruti aturan pemerintah daya terbentur mekanisme plindungi pedulilindungi httpstcouqzferkyu;mudah warga negara hati turut atur perintah daya bentur mekanisme;['mudah', 'warga', 'negara', 'hati', 'menuruti', 'aturan', 'pemerintah', 'daya', 'terbentur', 'mekanisme', 'plindungi', 'pedulilindungi', 'httpstcouqzferkyu']
38;38;Negatif;ternyata data gue belum diinput terus mereka ngapain ngedata gue pas ditempat vaksin kalo trnyata gak diinput gue minta kontak untuk pengaduan tp mereka malah bilang  menerima dr faskes plindungi  httpstcocrylttqb;ternyata data gue belum diinput terus mereka ngapain ngedata gue pas ditempat vaksin kalo trnyata gak diinput gue minta kontak untuk pengaduan tp mereka malah bilang menerima dr faskes plindungi httpstcocrylttqb;['ternyata', 'data', 'gue', 'belum', 'diinput', 'terus', 'mereka', 'ngapain', 'ngedata', 'gue', 'pas', 'ditempat', 'vaksin', 'kalo', 'trnyata', 'gak', 'diinput', 'gue', 'minta', 'kontak', 'untuk', 'pengaduan', 'tp', 'mereka', 'malah', 'bilang', 'menerima', 'dr', 'faskes', 'plindungi', 'httpstcocrylttqb'];<FreqDist with 27 samples and 31 outcomes>;['data', 'gue', 'diinput', 'ngapain', 'ngedata', 'gue', 'pas', 'ditempat', 'vaksin', 'trnyata', 'diinput', 'gue', 'kontak', 'pengaduan', 'menerima', 'faskes'];data gue diinput mengapai ngedata gue pas ditempat vaksin ternyata diinput gue kontak pengaduan menerima faskes plindungi httpstcocrylttqb;data gue diinput kapai ngedata gue pas tempat vaksin nyata diinput gue kontak adu terima faskes;['data', 'gue', 'diinput', 'ngapain', 'ngedata', 'gue', 'pas', 'ditempat', 'vaksin', 'trnyata', 'diinput', 'gue', 'kontak', 'pengaduan', 'menerima', 'faskes', 'plindungi', 'httpstcocrylttqb']
39;39;Negatif;temen yang diajak nonton malah vaksinnya gak ke deteksi di pedulilindungi mending nontonnya besok saja lah ðð;temen yang diajak nonton malah vaksinnya gak ke deteksi di pedulilindungi mending nontonnya besok saja lah;['temen', 'yang', 'diajak', 'nonton', 'malah', 'vaksinnya', 'gak', 'ke', 'deteksi', 'di', 'pedulilindungi', 'mending', 'nontonnya', 'besok', 'saja', 'lah'];<FreqDist with 16 samples and 16 outcomes>;['temen', 'diajak', 'nonton', 'vaksinnya', 'deteksi', 'pedulilindungi', 'mending', 'nontonnya', 'besok'];teman diajak menonton vaksinnya deteksi pedulilindungi mending nontonnya besok;teman ajak tonton vaksin deteksi pedulilindungi mending nontonnya besok;['temen', 'diajak', 'nonton', 'vaksinnya', 'deteksi', 'pedulilindungi', 'mending', 'nontonnya', 'besok']
40;40;Negatif;telat  menit gara scan qr pedulilindungi error terus;telat menit gara scan qr pedulilindungi error terus;['telat', 'menit', 'gara', 'scan', 'qr', 'pedulilindungi', 'error', 'terus'];<FreqDist with 8 samples and 8 outcomes>;['telat', 'menit', 'gara', 'scan', 'qr', 'pedulilindungi', 'error'];telat menit gara scan qr pedulilindungi error;telat menit gara scan qr pedulilindungi error;['telat', 'menit', 'gara', 'scan', 'qr', 'pedulilindungi', 'error']
41;41;Negatif;tanyarl hi ada yg sertifikal vksn nya salah nama ga aku mau ajuin vksn ke  gagal mulu di peduli lindungi karna nama masa harus ditypoin ð­ harus gimana ya pls help me guys ð­ðð»  httpstcorlycaaszs;tanyarl hi ada yg sertifikal vksn nya salah nama ga aku mau ajuin vksn ke gagal mulu di peduli lindungi karna nama masa harus ditypoin harus gimana ya pls help me guys httpstcorlycaaszs;['tanyarl', 'hi', 'ada', 'yg', 'sertifikal', 'vksn', 'nya', 'salah', 'nama', 'ga', 'aku', 'mau', 'ajuin', 'vksn', 'ke', 'gagal', 'mulu', 'di', 'peduli', 'lindungi', 'karna', 'nama', 'masa', 'harus', 'ditypoin', 'harus', 'gimana', 'ya', 'pls', 'help', 'me', 'guys', 'httpstcorlycaaszs'];<FreqDist with 30 samples and 33 outcomes>;['tanyarl', 'hi', 'sertifikal', 'vksn', 'salah', 'nama', 'ajuin', 'vksn', 'gagal', 'mulu', 'peduli', 'lindungi', 'karna', 'nama', 'ditypoin', 'pls', 'help'];tanyarl hi sertifikal vksn salah nama ajuin vksn gagal mulu peduli lindungi karena nama ditypoin pls help httpstcorlycaaszs;tanyarl hi sertifikal vksn salah nama ajuin vksn gagal mulu peduli lindung karena nama ditypoin pls help;['tanyarl', 'hi', 'sertifikal', 'vksn', 'salah', 'nama', 'ajuin', 'vksn', 'gagal', 'mulu', 'peduli', 'lindungi', 'karna', 'nama', 'ditypoin', 'pls', 'help', 'httpstcorlycaaszs']
42;42;Negatif;tanyarl kan aku mau vaksieen ke tp gada kertas vaksien nya terus aku coba di peduli lindungi tapi nik nya gak valid itu kira kenapa yaaa  httpstcobqvidf;tanyarl kan aku mau vaksieen ke tp gada kertas vaksien nya terus aku coba di peduli lindungi tapi nik nya gak valid itu kira kenapa yaaa httpstcobqvidf;['tanyarl', 'kan', 'aku', 'mau', 'vaksieen', 'ke', 'tp', 'gada', 'kertas', 'vaksien', 'nya', 'terus', 'aku', 'coba', 'di', 'peduli', 'lindungi', 'tapi', 'nik', 'nya', 'gak', 'valid', 'itu', 'kira', 'kenapa', 'yaaa', 'httpstcobqvidf'];<FreqDist with 25 samples and 27 outcomes>;['tanyarl', 'vaksieen', 'gada', 'kertas', 'vaksien', 'coba', 'peduli', 'lindungi', 'nik', 'valid'];tanyarl vaksieen enggak ada kertas vaksien coba peduli lindungi nik valid httpstcobqvidf;tanyarl vaksieen enggak ada kertas vaksien coba peduli lindung nik valid;['tanyarl', 'vaksieen', 'gada', 'kertas', 'vaksien', 'coba', 'peduli', 'lindungi', 'nik', 'valid', 'httpstcobqvidf']
43;43;Negatif;tai lah udah buru buru ke rumah sakit end up nya di prank sama pedulilindungi kemenkesri astra zeneca  bulan blok  httpstcoqbkwdtowm;tai lah udah buru buru ke rumah sakit end up nya di prank sama pedulilindungi kemenkesri astra zeneca bulan blok httpstcoqbkwdtowm;['tai', 'lah', 'udah', 'buru', 'buru', 'ke', 'rumah', 'sakit', 'end', 'up', 'nya', 'di', 'prank', 'sama', 'pedulilindungi', 'kemenkesri', 'astra', 'zeneca', 'bulan', 'blok', 'httpstcoqbkwdtowm'];<FreqDist with 20 samples and 21 outcomes>;['tai', 'buru', 'buru', 'rumah', 'sakit', 'end', 'up', 'prank', 'astra', 'zeneca', 'blok'];tahi buru buru rumah sakit end up prank pedulilindungi kemenkesri astra zeneca blok httpstcoqbkwdtowm;tahi buru buru rumah sakit end up prank astra zeneca blok;['tai', 'buru', 'buru', 'rumah', 'sakit', 'end', 'up', 'prank', 'pedulilindungi', 'kemenkesri', 'astra', 'zeneca', 'blok', 'httpstcoqbkwdtowm']
44;44;Negatif;tadi siang mau bukak peduli lindungi malah bukak kita bisa  tolol bgt asli;tadi siang mau bukak peduli lindungi malah bukak kita bisa tolol bgt asli;['tadi', 'siang', 'mau', 'bukak', 'peduli', 'lindungi', 'malah', 'bukak', 'kita', 'bisa', 'tolol', 'bgt', 'asli'];<FreqDist with 12 samples and 13 outcomes>;['siang', 'bukak', 'peduli', 'lindungi', 'bukak', 'tolol', 'asli'];siang buka peduli lindungi buka tolol asli;siang buka peduli lindung buka tolol asli;['siang', 'bukak', 'peduli', 'lindungi', 'bukak', 'tolol', 'asli']
45;45;Negatif;syg paksin dosis pertama dan kedua tuh harus ditempat yang sama apa bisa di beda tmpt soalnya aku dosis nya di cirebontrs skrg ngerantau ke garut untk dosis  di pedulilindungi hrsnya di crbntp kalo pulang hanya utk paksin kan gmn ya capek dijalanð­ wahyu;syg paksin dosis pertama dan kedua tuh harus ditempat yang sama apa bisa di beda tmpt soalnya aku dosis nya di cirebontrs skrg ngerantau ke garut untk dosis di pedulilindungi hrsnya di crbntp kalo pulang hanya utk paksin kan gmn ya capek dijalan wahyu;['syg', 'paksin', 'dosis', 'pertama', 'dan', 'kedua', 'tuh', 'harus', 'ditempat', 'yang', 'sama', 'apa', 'bisa', 'di', 'beda', 'tmpt', 'soalnya', 'aku', 'dosis', 'nya', 'di', 'cirebontrs', 'skrg', 'ngerantau', 'ke', 'garut', 'untk', 'dosis', 'di', 'pedulilindungi', 'hrsnya', 'di', 'crbntp', 'kalo', 'pulang', 'hanya', 'utk', 'paksin', 'kan', 'gmn', 'ya', 'capek', 'dijalan', 'wahyu'];<FreqDist with 38 samples and 44 outcomes>;['syg', 'paksin', 'dosis', 'ditempat', 'beda', 'tmpt', 'dosis', 'cirebontrs', 'ngerantau', 'garut', 'untk', 'dosis', 'pedulilindungi', 'hrsnya', 'crbntp', 'pulang', 'paksin', 'capek', 'dijalan', 'wahyu'];sayang paksin dosis ditempat beda tempat dosis cirebontrs ngerantau garut untuk dosis pedulilindungi harusnya crbntp pulang paksin capek dijalan wahyu;sayang paksin dosis tempat beda tempat dosis cirebontrs ngerantau garut untuk dosis pedulilindungi harus crbntp pulang paksin capek jalan wahyu;['syg', 'paksin', 'dosis', 'ditempat', 'beda', 'tmpt', 'dosis', 'cirebontrs', 'ngerantau', 'garut', 'untk', 'dosis', 'pedulilindungi', 'hrsnya', 'crbntp', 'pulang', 'paksin', 'capek', 'dijalan', 'wahyu']
46;46;Negatif;syg kenapa status vaksinasi aku merah ya padahal udah vaksin dan ada sertifnya di peduli lindungi  httpstcoqqtnbdg;syg kenapa status vaksinasi aku merah ya padahal udah vaksin dan ada sertifnya di peduli lindungi httpstcoqqtnbdg;['syg', 'kenapa', 'status', 'vaksinasi', 'aku', 'merah', 'ya', 'padahal', 'udah', 'vaksin', 'dan', 'ada', 'sertifnya', 'di', 'peduli', 'lindungi', 'httpstcoqqtnbdg'];<FreqDist with 17 samples and 17 outcomes>;['syg', 'status', 'vaksinasi', 'merah', 'vaksin', 'sertifnya', 'peduli', 'lindungi'];sayang status vaksinasi merah vaksin sertifnya peduli lindungi httpstcoqqtnbdg;sayang status vaksinasi merah vaksin sertifnya peduli lindung;['syg', 'status', 'vaksinasi', 'merah', 'vaksin', 'sertifnya', 'peduli', 'lindungi', 'httpstcoqqtnbdg']
47;47;Negatif;susah amat ini cuma daftar qr code plindungi  coba daftar via email dibales  bulan kemudian dengan reply link untuk regist oke giliran dicoba link tsb setelah diisi dapat info bhw akan dapat reply konfirmasi  x  jam ini udah mau  hari belum ada balesan ditpromkes;susah amat ini cuma daftar qr code plindungi coba daftar via email dibales bulan kemudian dengan reply link untuk regist oke giliran dicoba link tsb setelah diisi dapat info bhw akan dapat reply konfirmasi  jam ini udah mau hari belum ada balesan ditpromkes;['susah', 'amat', 'ini', 'cuma', 'daftar', 'qr', 'code', 'plindungi', 'coba', 'daftar', 'via', 'email', 'dibales', 'bulan', 'kemudian', 'dengan', 'reply', 'link', 'untuk', 'regist', 'oke', 'giliran', 'dicoba', 'link', 'tsb', 'setelah', 'diisi', 'dapat', 'info', 'bhw', 'akan', 'dapat', 'reply', 'konfirmasi', 'jam', 'ini', 'udah', 'mau', 'hari', 'belum', 'ada', 'balesan', 'ditpromkes'];<FreqDist with 38 samples and 43 outcomes>;['susah', 'daftar', 'qr', 'code', 'coba', 'daftar', 'via', 'email', 'dibales', 'link', 'regist', 'oke', 'giliran', 'dicoba', 'link', 'diisi', 'info', 'bhw', 'konfirmasi', 'jam', 'balesan'];susah daftar qr code plindungi coba daftar via email dibales link regist oke giliran dicoba link diisi info bahwa konfirmasi jam balesan ditpromkes;susah daftar qr code coba daftar via email dibales link regist oke gilir coba link isi info bahwa konfirmasi jam balesan;['susah', 'daftar', 'qr', 'code', 'plindungi', 'coba', 'daftar', 'via', 'email', 'dibales', 'link', 'regist', 'oke', 'giliran', 'dicoba', 'link', 'diisi', 'info', 'bhw', 'konfirmasi', 'jam', 'balesan', 'ditpromkes']
48;48;Negatif;suka bingung sama aturan dari pttransjakarta sebenernya wajib gak sich scan barcode di peduli lindungiberapa kali w nemu penumpang di halte transjakarta halimun gak scanbarcode di bolehin masuk sama petugasnyacobalah klo bikin aruran dilaksanakan;suka bingung sama aturan dari pttransjakarta sebenernya wajib gak sich scan barcode di peduli lindungiberapa kali  nemu penumpang di halte transjakarta halimun gak scanbarcode di bolehin masuk sama petugasnyacobalah klo bikin aruran dilaksanakan;['suka', 'bingung', 'sama', 'aturan', 'dari', 'pttransjakarta', 'sebenernya', 'wajib', 'gak', 'sich', 'scan', 'barcode', 'di', 'peduli', 'lindungiberapa', 'kali', 'nemu', 'penumpang', 'di', 'halte', 'transjakarta', 'halimun', 'gak', 'scanbarcode', 'di', 'bolehin', 'masuk', 'sama', 'petugasnyacobalah', 'klo', 'bikin', 'aruran', 'dilaksanakan'];<FreqDist with 29 samples and 33 outcomes>;['suka', 'bingung', 'aturan', 'transjakarta', 'sebenernya', 'wajib', 'scan', 'barcode', 'peduli', 'lindungiberapa', 'nemu', 'penumpang', 'halte', 'transjakarta', 'halimun', 'scanbarcode', 'bolehin', 'petugasnyacobalah', 'aruran', 'dilaksanakan'];suka bingung aturan pttransjakarta sebenarnya wajib scan barcode peduli lindungiberapa nemu penumpang halte transjakarta halimun scanbarcode bolehin petugasnyacobalah aruran dilaksanakan;suka bingung atur transjakarta benar wajib scan barcode peduli lindungiberapa nemu tumpang halte transjakarta halimun scanbarcode bolehin petugasnyacobalah aruran laksana;['suka', 'bingung', 'aturan', 'pttransjakarta', 'sebenernya', 'wajib', 'scan', 'barcode', 'peduli', 'lindungiberapa', 'nemu', 'penumpang', 'halte', 'transjakarta', 'halimun', 'scanbarcode', 'bolehin', 'petugasnyacobalah', 'aruran', 'dilaksanakan']
